 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Ambiental e energetico      |        32 |        15 |          0 |          47
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Ambiental e energetico      |         6 |         5 |          0 |          11
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |         6 |        15 |          0 |          21
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |         0 |         2 |          0 |           2
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |        24 |        23 |          0 |          47
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Cultura e sociedade         |         9 |         2 |          0 |          11
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |        67 |        78 |          0 |         145
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |        85 |        91 |          0 |         176
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |        64 |        48 |          0 |         112
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Economico                   |        21 |        13 |          0 |          34
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |        10 |         9 |          0 |          19
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |        12 |        10 |          0 |          22
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |        18 |        15 |          0 |          33
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Infraestrutura e tecnologia |         0 |         3 |          0 |           3
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |        28 |        34 |          0 |          62
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |        34 |        28 |          0 |          62
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |        94 |        56 |          0 |         150
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Institucional e juridico    |        21 |        17 |          0 |          38
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         1 |         7 |          0 |           8
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         2 |         3 |          0 |           5
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         7 |         8 |          0 |          15
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Internacional               |         2 |         1 |          0 |           3
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |         2 |         6 |          0 |           8
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |        21 |         7 |          0 |          28
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |        17 |         8 |          0 |          25
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Seguranca                   |         6 |        13 |          0 |          19
      2023 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |        16 |        33 |          0 |          49
      2024 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |        23 |        21 |          0 |          44
      2025 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |        69 |        53 |          0 |         122
      2026 |      121948 | ADRIANO ANTÔNIO AVELAR                              | Social                      |        13 |        15 |          0 |          28
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |         5 |         4 |          0 |           9
      2024 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |        14 |        10 |          0 |          24
      2025 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |        21 |        10 |          0 |          31
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Ambiental e energetico      |         6 |         2 |          0 |           8
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Cultura e sociedade         |         2 |         3 |          0 |           5
      2025 |       74646 | AÉCIO NEVES DA CUNHA                                | Cultura e sociedade         |        11 |         5 |          0 |          16
      2026 |       74646 | AÉCIO NEVES DA CUNHA                                | Cultura e sociedade         |         6 |         2 |          0 |           8
      2023 |       74646 | AÉCIO NEVES DA CUNHA                                | Economico                   |        62 |        37 |          0 |          99
      2024 |       74646 | AÉCIO NEVES DA CUNHA                                | Economico                   |        64 |        36 |          0 |         100
