Q2 complemento - tema mais atuante por deputado no periodo 2023-2026
Tema mais atuante por deputado - consolidado
id_deputado |                                nome |                           tema_mais_atuante | qtd_proposicoes | proposicoes_aprovadas
     204378 |                 Coronel Chrisóstomo |                       Administração Pública |              22 |                     0
     204488 |                       Célio Studart |            Direito Penal e Processual Penal |              22 |                     0
      73778 |                   Luiz Carlos Hauly |                       Administração Pública |              22 |                     0
      73486 |                    Pompeo de Mattos |                 Direitos Humanos e Minorias |              22 |                     0
     178989 |                        Renata Abreu |                 Direitos Humanos e Minorias |              22 |                     0
     178989 |                        Renata Abreu |                                       Saúde |              22 |                     0
     213762 |                       Carla Dickson |                 Direitos Humanos e Minorias |              21 |                     0
     178908 |                 Delegado Éder Mauro |                       Administração Pública |              21 |                     0
     178970 |                         João Daniel |                 Direitos Humanos e Minorias |              21 |                     0
     204535 |                        Sâmia Bomfim |                 Direitos Humanos e Minorias |              21 |                     0
     220590 |                     Coronel Ulysses |                       Administração Pública |              20 |                     0
     178929 |                        Diego Garcia |                                       Saúde |              20 |                     0
     220610 |                 Dr. Fernando Máximo |                 Direitos Humanos e Minorias |              20 |                     0
     204411 |                       Filipe Barros |                       Administração Pública |              20 |                     0
     220648 |                           Marangoni |                       Administração Pública |              20 |                     0
     178947 |                 Sóstenes Cavalcante |                       Administração Pública |              20 |                     0
     220684 |                       Tião Medeiros |                       Administração Pública |              20 |                     0
     220539 |               Defensor Stélio Dener |                 Direitos Humanos e Minorias |              19 |                     0
      74041 |                          Luiz Couto |                 Direitos Humanos e Minorias |              19 |                     0
     204449 |                      Nelson Barbudo |                       Administração Pública |              19 |                     0
     220615 |              Pastor Henrique Vieira |                 Direitos Humanos e Minorias |              19 |                     0
     220630 |                        Pedro Aihara |                          Defesa e Segurança |              19 |                     0
     220569 |                        Silvye Alves |                 Direitos Humanos e Minorias |              19 |                     0
     221328 |                     Adilson Barroso |                       Administração Pública |              18 |                     0
     220565 |            Delegada Adriana Accorsi |                 Direitos Humanos e Minorias |              18 |                     0
     225730 |                Enfermeira Ana Paula |                                       Saúde |              18 |                     0
      66828 |                       Fausto Pinato |                       Administração Pública |              18 |                     0
     220599 |                    Marcelo Crivella |                       Administração Pública |              18 |                     0
     178829 |                     Capitão Augusto |                          Defesa e Segurança |              17 |                     0
     220665 |                     Clarissa Tércio |                 Direitos Humanos e Minorias |              17 |                     0
     230765 |                   Enfermeira Rejane |                                       Saúde |              17 |                     0
     160575 |                         Erika Kokay |                       Administração Pública |              17 |                     0
     220534 |                       Fred Linhares |                       Administração Pública |              17 |                     0
     161440 |                             Pezenti |                       Administração Pública |              17 |                     0
     178972 |                        Alex Manente |                       Administração Pública |              16 |                     0
     204374 |                           Bia Kicis |                       Administração Pública |              16 |                     0
     220548 |                         Camila Jara |                 Direitos Humanos e Minorias |              16 |                     0
      88256 |                 Clodoaldo Magalhães |                 Direitos Humanos e Minorias |              16 |                     0
      88256 |                 Clodoaldo Magalhães |                                       Saúde |              16 |                     0
     204511 |                        David Soares |                       Administração Pública |              16 |                     0
     220642 |                 Delegado Bruno Lima |            Direito Penal e Processual Penal |              16 |                     0
     220628 |                   Mauricio do Vôlei |                       Administração Pública |              16 |                     0
     220606 |                             Reimont |                 Direitos Humanos e Minorias |              16 |                     0
     226708 |                        Allan Garcês |                       Administração Pública |              15 |                     0
     220556 |                      Ana Paula Lima |                 Direitos Humanos e Minorias |              15 |                     0
     109429 |                      Benes Leocádio |                 Direitos Humanos e Minorias |              15 |                     0
     220619 |                    Delegado Ramagem |                       Administração Pública |              15 |                     0
     141421 |                    Eduardo da Fonte |                                       Saúde |              15 |                     0
     204473 |                       General Girão |                       Administração Pública |              15 |                     0
     220611 |                    General Pazuello |                          Defesa e Segurança |              15 |                     0
     220640 |                     Juliana Cardoso |                 Direitos Humanos e Minorias |              15 |                     0
     204540 |                         Maria Rosas |                 Direitos Humanos e Minorias |              15 |                     0
     178986 |                         Nilto Tatto |               Finanças Públicas e Orçamento |              15 |                     0
     221338 |       Professora Luciene Cavalcante |                 Direitos Humanos e Minorias |              15 |                     0
     230767 |                    Rodrigo da Zaeli |                       Administração Pública |              15 |                     0
      98148 |                          Cobalchini |                       Administração Pública |              14 |                     0
     160758 |                      Domingos Sávio |                       Administração Pública |              14 |                     0
     220529 |                       Gilson Daniel |             Viação, Transporte e Mobilidade |              14 |                     0
      80815 |                          Leo Prates |                                       Saúde |              14 |                     0
     227660 |                             Nitinho |                    Arte, Cultura e Religião |              14 |                     0
     220586 |                        Rafael Brito |                 Direitos Humanos e Minorias |              14 |                     0
     220693 |                        Roberta Roma |                       Administração Pública |              14 |                     0
     204557 |                        Sidney Leite |                       Administração Pública |              14 |                     0
     204534 |                       Tabata Amaral |                                    Educação |              14 |                     0
     220635 |                         Bruno Ganem |                                       Saúde |              13 |                     0
      74171 |                       Chico Alencar |                       Administração Pública |              13 |                     0
     220625 |                       Delegada Ione |                          Defesa e Segurança |              13 |                     0
     220625 |                       Delegada Ione |                 Direitos Humanos e Minorias |              13 |                     0
     220652 |                    Delegado Palumbo |                       Administração Pública |              13 |                     0
     220551 |                     Franciane Bayer |                       Administração Pública |              13 |                     0
     178843 |                        Marx Beltrão |                 Direitos Humanos e Minorias |              13 |                     0
     220609 |                   Maurício Carvalho |                 Direitos Humanos e Minorias |              13 |                     0
     204570 |                          Pastor Gil |              Direito e Defesa do Consumidor |              13 |                     0
     204395 |                        Pedro Lupion |                       Administração Pública |              13 |                     0
     153423 |                   Renilce Nicodemos |                 Direitos Humanos e Minorias |              13 |                     0
     220543 |                       Ricardo Ayres |                       Administração Pública |              13 |                     0
     204525 |                        Rosana Valle |                       Administração Pública |              13 |                     0
     178876 |                      Célio Silveira |                                       Saúde |              12 |                     0
     220629 |                             Dandara |                 Direitos Humanos e Minorias |              12 |                     0
     204367 |                      Daniel Freitas |                       Administração Pública |              12 |                     0
     220701 |             Delegado Matheus Laiola | Meio Ambiente e Desenvolvimento Sustentável |              12 |                     0
     204351 |                     Dr. Luiz Ovando |                       Administração Pública |              12 |                     0
     204351 |                     Dr. Luiz Ovando |                                       Saúde |              12 |                     0
     160673 |                     Giovani Cherini |                       Administração Pública |              12 |                     0
     178884 |                         Hildo Rocha |               Finanças Públicas e Orçamento |              12 |                     0
     178857 |                         Jorge Solla |                       Administração Pública |              12 |                     0
     178954 |                      Lucio Mosquini |                         Estrutura Fundiária |              12 |                     0
     220668 |                        Maria Arraes |                                       Saúde |              12 |                     0
      74398 |                    Maria do Rosário |                 Direitos Humanos e Minorias |              12 |                     0
     220607 |                           Max Lemos |                 Direitos Humanos e Minorias |              12 |                     0
     220607 |                           Max Lemos |                                       Saúde |              12 |                     0
     220584 |                      Murilo Galdino |                 Direitos Humanos e Minorias |              12 |                     0
     160601 |                 Pr. Marco Feliciano |                       Administração Pública |              12 |                     0
     220620 |                      Rosângela Reis |                          Defesa e Segurança |              12 |                     0
     178933 |                        Sergio Souza | Agricultura, Pecuária, Pesca e Extrativismo |              12 |                     0
     178992 |                         Vitor Lippi |                       Administração Pública |              12 |                     0
     204559 |                             Zé Neto |                 Direitos Humanos e Minorias |              12 |                     0
     141470 |                      José Guimarães |               Finanças Públicas e Orçamento |              11 |                     2
     220577 |                      Augusto Puppio |                                       Saúde |              11 |                     0
     220561 |                   Delegada Katarina |                 Direitos Humanos e Minorias |              11 |                     0
     220583 |                Delegado Fabio Costa |                       Administração Pública |              11 |                     0
     204481 |                          Dr. Jaziel |                       Administração Pública |              11 |                     0
     204481 |                          Dr. Jaziel |               Finanças Públicas e Orçamento |              11 |                     0
     218086 |                          Ely Santos |                 Direitos Humanos e Minorias |              11 |                     0
     204398 |                 Felipe Francischini |                       Administração Pública |              11 |                     0
     220545 |                      Filipe Martins |                       Administração Pública |              11 |                     0
     160598 |                       Flávia Morais |                       Administração Pública |              11 |                     0
      74374 |                     Geraldo Resende |                                       Saúde |              11 |                     0
     198197 |                        Greyce Elias |                       Administração Pública |              11 |                     0
      74253 |                         Julio Lopes |                       Administração Pública |              11 |                     0
      74784 |                      Luiza Erundina |                 Direitos Humanos e Minorias |              11 |                     0
      73692 |                         Osmar Terra |                       Administração Pública |              11 |                     0
     220706 |                            Padovani |                       Administração Pública |              11 |                     0
     204553 |            Pastor Sargento Isidório |                 Direitos Humanos e Minorias |              11 |                     0
     220588 |                      Roberto Duarte |                 Direitos Humanos e Minorias |              11 |                     0
     220613 |                Roberto Monteiro Pai |                       Administração Pública |              11 |                     0
     220613 |                Roberto Monteiro Pai |                                       Saúde |              11 |                     0
     178887 |               Rubens Pereira Júnior |               Finanças Públicas e Orçamento |              11 |                     0
     104552 |                        Socorro Neri |                 Direitos Humanos e Minorias |              11 |                     0
     157130 |                       Túlio Gadêlha |                 Direitos Humanos e Minorias |              11 |                     0
     178946 |                       Soraya Santos |                 Direitos Humanos e Minorias |              10 |                     1
      74057 |                      Alice Portugal |                 Direitos Humanos e Minorias |              10 |                     0
      69871 |                             Bacelar |                       Administração Pública |              10 |                     0
     141411 |                  Dagoberto Nogueira |                       Administração Pública |              10 |                     0
     220555 |                       Daiana Santos |                 Direitos Humanos e Minorias |              10 |                     0
     220589 |                     Eduardo Velloso |                                       Saúde |              10 |                     0
     204427 |                    Fernando Rodolfo |                       Administração Pública |              10 |                     0
     141450 |                           Hugo Leal |                       Administração Pública |              10 |                     0
      98615 |                              Ismael |                 Direitos Humanos e Minorias |              10 |                     0
     214694 |                       Jorge Goetten |                       Administração Pública |              10 |                     0
     220578 |                           Josenildo |                       Administração Pública |              10 |                     0
     220566 |                         Lêda Borges |                 Direitos Humanos e Minorias |              10 |                     0
      74158 |                      Mário Heringer |                       Administração Pública |              10 |                     0
      74158 |                      Mário Heringer |                 Direitos Humanos e Minorias |              10 |                     0
     204441 |                      Otoni de Paula |                       Administração Pública |              10 |                     0
     180214 |                        Pastor Diniz |                                    Economia |              10 |                     0
     141518 |                   Paulinho da Força |                       Administração Pública |              10 |                     0
     204406 |                    Pedro Westphalen |                       Administração Pública |              10 |                     0
     220533 |               Prof. Reginaldo Veras |                 Direitos Humanos e Minorias |              10 |                     0
     205865 |                  Reinhold Stephanes |                       Administração Pública |              10 |                     0
     175765 |                       Ribamar Silva |                 Direitos Humanos e Minorias |              10 |                     0
     220598 |                      Tarcísio Motta |                 Direitos Humanos e Minorias |              10 |                     0
     220560 |                    Thiago de Joaldo |                       Administração Pública |              10 |                     0
     160632 |                            Zé Silva |                       Administração Pública |              10 |                     0
     160559 |                       Alceu Moreira |                       Administração Pública |               9 |                     0
     160559 |                       Alceu Moreira |               Finanças Públicas e Orçamento |               9 |                     0
     204571 |                        Alex Santana |                       Administração Pública |               9 |                     0
     220542 |                 Alexandre Guimarães |                       Administração Pública |               9 |                     0
     220554 |               Alexandre Lindenmeyer |                 Direitos Humanos e Minorias |               9 |                     0
     220605 |                   Bandeira de Mello |                             Esporte e Lazer |               9 |                     0
      73701 |                   Benedita da Silva |                 Direitos Humanos e Minorias |               9 |                     0
     220683 |                          Beto Richa |                       Administração Pública |               9 |                     0
     220571 |                      Daniel Agrobom |                       Administração Pública |               9 |                     0
     204409 |                     Daniel Trzeciak |                       Administração Pública |               9 |                     0
     204512 |            Delegado Marcelo Freitas |                       Administração Pública |               9 |                     0
     220602 |                       Dimas Gadelha |                 Direitos Humanos e Minorias |               9 |                     0
     220573 |                  Dorinaldo Malafaia |                 Direitos Humanos e Minorias |               9 |                     0
     220614 |                   Dr. Daniel Soranz |                                       Saúde |               9 |                     0
     220570 |              Dr. Ismael Alexandrino |                                    Educação |               9 |                     0
     204368 |                     Fabio Schiochet |                       Administração Pública |               9 |                     0
     220712 |                          Fausto Jr. |             Viação, Transporte e Mobilidade |               9 |                     0
      72442 |                     Felipe Carreras |                       Administração Pública |               9 |                     0
     220653 |                        Fábio Teruel |              Direito e Defesa do Consumidor |               9 |                     0
     204491 |                     Gilberto Abramo |                       Administração Pública |               9 |                     0
      73531 |                        Ivan Valente |                 Direitos Humanos e Minorias |               9 |                     0
      74848 |                     Jandira Feghali |                 Direitos Humanos e Minorias |               9 |                     0
     204391 |                          José Nelto |                       Administração Pública |               9 |                     0
     204372 |                 Julio Cesar Ribeiro |               Finanças Públicas e Orçamento |               9 |                     0
     208297 |                          Katia Dias | Meio Ambiente e Desenvolvimento Sustentável |               9 |                     0
      98057 |                Lafayette de Andrada |                       Administração Pública |               9 |                     0
     204404 |                      Lucas Redecker |                       Administração Pública |               9 |                     0
     204410 |                      Luisa Canziani |                 Direitos Humanos e Minorias |               9 |                     0
     179000 |              Marcelo Álvaro Antônio |                       Administração Pública |               9 |                     0
     179000 |              Marcelo Álvaro Antônio |                 Direitos Humanos e Minorias |               9 |                     0
      74428 |                      Mendonça Filho |                       Administração Pública |               9 |                     0
     220687 |                     Márcio Honaiser |                 Direitos Humanos e Minorias |               9 |                     0
     220622 |                         Nely Aquino |                 Direitos Humanos e Minorias |               9 |                     0
     160642 |                       Pastor Eurico |                       Administração Pública |               9 |                     0
     204390 |                   Professor Alcides |                       Administração Pública |               9 |                     0
     220626 |                       Rafael Simoes |                       Administração Pública |               9 |                     0
      92776 |                      Stefano Aguiar |                       Administração Pública |               9 |                     0
     220597 |                       Thiago Flores |                          Trabalho e Emprego |               9 |                     0
     178934 |                  Toninho Wandscheer |                       Administração Pública |               9 |                     0
     220660 |                     Yury do Paredão |                       Administração Pública |               9 |                     0
     204517 |                            Zé Vitor |                                       Saúde |               9 |                     0
     221148 |                          Alfredinho |                 Direitos Humanos e Minorias |               8 |                     0
     178881 |                      Aluisio Mendes |                       Administração Pública |               8 |                     0
     204356 |                          Amaro Neto |                       Administração Pública |               8 |                     0
     220632 |                        Ana Pimentel |                 Direitos Humanos e Minorias |               8 |                     0
     220638 |            Antonio Carlos Rodrigues |                 Direitos Humanos e Minorias |               8 |                     0
     160665 |                    Augusto Coutinho |                       Administração Pública |               8 |                     0
     210989 |                        Bruno Farias |                                       Saúde |               8 |                     0
     210989 |                        Bruno Farias |                          Trabalho e Emprego |               8 |                     0
     178993 |              Carlos Henrique Gaguim |                       Administração Pública |               8 |                     0
     220704 |                       Carol Dartora |                 Direitos Humanos e Minorias |               8 |                     0
      73441 |                    Celso Russomanno |                       Administração Pública |               8 |                     0
     141408 |                        Cleber Verde |                 Direitos Humanos e Minorias |               8 |                     0
     204514 |                       Coronel Tadeu |                          Defesa e Segurança |               8 |                     0
     220608 |                     Cristiane Lopes |                       Administração Pública |               8 |                     0
     204355 |                          Da Vitoria |            Direito Penal e Processual Penal |               8 |                     0
      74060 |                      Daniel Almeida |                          Trabalho e Emprego |               8 |                     0
     204459 |                 Daniela do Waguinho |                 Direitos Humanos e Minorias |               8 |                     0
     220649 |                   Delegado da Cunha |                          Defesa e Segurança |               8 |                     0
     160599 |                       Dimas Fabiano |                 Direitos Humanos e Minorias |               8 |                     0
     161550 |                    Emidinho Madeira |                       Administração Pública |               8 |                     0
     160640 |                       Eros Biondini |                       Administração Pública |               8 |                     0
     160640 |                       Eros Biondini |                 Direitos Humanos e Minorias |               8 |                     0
     220656 |                     Fernanda Pessoa |                 Direitos Humanos e Minorias |               8 |                     0
     220656 |                     Fernanda Pessoa |                                       Saúde |               8 |                     0
     220531 |                       Gilvan Maximo |                 Direitos Humanos e Minorias |               8 |                     0
     220526 |                   Gilvan da Federal |                       Administração Pública |               8 |                     0
     226179 |                       Gisela Simona |              Direito e Defesa do Consumidor |               8 |                     0
     226179 |                       Gisela Simona |                 Direitos Humanos e Minorias |               8 |                     0
     178964 |                       Heitor Schuch | Agricultura, Pecuária, Pesca e Extrativismo |               8 |                     0
     178964 |                       Heitor Schuch |                                    Economia |               8 |                     0
     220527 |                          Jack Rocha |                 Direitos Humanos e Minorias |               8 |                     0
      74273 |                    Jefferson Campos |                       Administração Pública |               8 |                     0
      74273 |                    Jefferson Campos |                 Direitos Humanos e Minorias |               8 |                     0
     178910 |                  Joaquim Passarinho |                 Direitos Humanos e Minorias |               8 |                     0
     204457 |                     Juninho do Pneu |                                       Saúde |               8 |                     0
     204550 |                         Júnior Mano |                 Direitos Humanos e Minorias |               8 |                     0
     204550 |                         Júnior Mano |                                       Saúde |               8 |                     0
      74585 |                     Lincoln Portela |                 Direitos Humanos e Minorias |               8 |                     0
     204485 |                   Luiz Carlos Motta |                       Administração Pública |               8 |                     0
     229432 |               Luiz Fernando Vampiro |                       Administração Pública |               8 |                     0
     160535 |                              Marcon |                       Administração Pública |               8 |                     0
     204422 |                       Ossesio Silva |                 Direitos Humanos e Minorias |               8 |                     0
     204573 |                  Otto Alencar Filho |                       Administração Pública |               8 |                     0
     122158 |                         Pedro Paulo |               Finanças Públicas e Orçamento |               8 |                     0
     220532 |                     Rafael Prudente |                       Administração Pública |               8 |                     0
     220624 |                      Robinson Faria |                 Direitos Humanos e Minorias |               8 |                     0
     204480 |                     Rogério Correia |                       Administração Pública |               8 |                     0
     226837 |                       Saulo Pedroso |                 Direitos Humanos e Minorias |               8 |                     0
      74283 |                          Vicentinho |              Indústria, Comércio e Serviços |               8 |                     0
     137070 |                   Vicentinho Júnior |                       Administração Pública |               8 |                     0
     137070 |                   Vicentinho Júnior |                 Direitos Humanos e Minorias |               8 |                     0
     220714 |                         Adail Filho |                       Administração Pública |               7 |                     0
     220714 |                         Adail Filho |                          Trabalho e Emprego |               7 |                     0
     204501 |                     Alencar Santana |                       Administração Pública |               7 |                     0
     204501 |                     Alencar Santana |                 Direitos Humanos e Minorias |               7 |                     0
     204353 |                        Aline Gurgel |                 Direitos Humanos e Minorias |               7 |                     0
     160553 |                       Antonio Brito |                 Direitos Humanos e Minorias |               7 |                     0
     220549 |                           Any Ortiz |                       Administração Pública |               7 |                     0
     220549 |                           Any Ortiz |                 Direitos Humanos e Minorias |               7 |                     0
     204358 |                        Beto Pereira |                       Administração Pública |               7 |                     0
      74467 |                    Damião Feliciano |                       Administração Pública |               7 |                     0
      73768 |                    Dilceu Sperafico |                       Administração Pública |               7 |                     0
     143632 |                       Domingos Neto |                 Direitos Humanos e Minorias |               7 |                     0
     204450 |                     Doutor Luizinho |                       Administração Pública |               7 |                     0
     204482 |                  Euclydes Pettersen |                                       Saúde |               7 |                     0
     220646 |                       Felipe Becari |            Direito Penal e Processual Penal |               7 |                     0
     220646 |                       Felipe Becari | Meio Ambiente e Desenvolvimento Sustentável |               7 |                     0
     220700 |                     Florentino Neto |                 Direitos Humanos e Minorias |               7 |                     0
     204494 |                          Fred Costa | Meio Ambiente e Desenvolvimento Sustentável |               7 |                     0
     178966 |                      Geovania de Sá |                       Administração Pública |               7 |                     0
     220639 |                    Guilherme Boulos |                 Direitos Humanos e Minorias |               7 |                     0
     220670 |                          Iza Arruda |                 Direitos Humanos e Minorias |               7 |                     0
     220670 |                          Iza Arruda |                                       Saúde |               7 |                     0
     220697 |                      Jadyel Alencar |                       Administração Pública |               7 |                     0
     220697 |                      Jadyel Alencar | Meio Ambiente e Desenvolvimento Sustentável |               7 |                     0
     141456 |                        Jilmar Tatto |                 Direitos Humanos e Minorias |               7 |                     0
     141464 |            José Airton Félix Cirilo |                 Direitos Humanos e Minorias |               7 |                     0
     234253 |                       Lucas Abrahao |                       Administração Pública |               7 |                     0
     162332 |                      Luiz Nishimori |                       Administração Pública |               7 |                     0
     220669 |                       Lula da Fonte |                       Administração Pública |               7 |                     0
     220669 |                       Lula da Fonte |                          Trabalho e Emprego |               7 |                     0
     139285 |                      Lídice da Mata |                 Direitos Humanos e Minorias |               7 |                     0
     220591 |                       Meire Serafim |                       Administração Pública |               7 |                     0
     188097 |                      Merlong Solano |                 Direitos Humanos e Minorias |               7 |                     0
     188097 |                      Merlong Solano |               Finanças Públicas e Orçamento |               7 |                     0
     204453 |                   Natália Bonavides |                       Administração Pública |               7 |                     0
     204453 |                   Natália Bonavides |                 Direitos Humanos e Minorias |               7 |                     0
     178987 |                       Orlando Silva |                 Direitos Humanos e Minorias |               7 |                     0
     178987 |                       Orlando Silva |                          Trabalho e Emprego |               7 |                     0
     178860 |                           Paulo Azi |                       Administração Pública |               7 |                     0
     220667 |                        Pedro Campos |                       Administração Pública |               7 |                     0
     220667 |                        Pedro Campos |                 Direitos Humanos e Minorias |               7 |                     0
     220667 |                        Pedro Campos |                          Trabalho e Emprego |               7 |                     0
     221329 |                       Ricardo Abrão |                 Direitos Humanos e Minorias |               7 |                     0
     204360 |                     Silvia Cristina |                       Administração Pública |               7 |                     0
     220682 |                        Tadeu Veneri |                 Direitos Humanos e Minorias |               7 |                     0
     204396 |                            Vermelho |                       Administração Pública |               7 |                     0
      91228 |                   Waldemar Oliveira |                       Administração Pública |               7 |                     0
     136811 |                         Afonso Hamm |               Finanças Públicas e Orçamento |               6 |                     0
     220676 |                    Andreia Siqueira |                 Direitos Humanos e Minorias |               6 |                     0
     133439 |                    André Figueiredo |               Finanças Públicas e Orçamento |               6 |                     0
     220612 |                              Bebeto |                 Direitos Humanos e Minorias |               6 |                     0
     141398 |                    Carlos Zarattini |                 Direitos Humanos e Minorias |               6 |                     0
     205476 |                   Charles Fernandes |                       Administração Pública |               6 |                     0
     227433 |                      Douglas Viegas |                       Administração Pública |               6 |                     0
     220674 |               Dra. Alessandra Haber |                 Direitos Humanos e Minorias |               6 |                     0
     220674 |               Dra. Alessandra Haber |                                       Saúde |               6 |                     0
     220708 |                       Gabriel Nunes |                       Administração Pública |               6 |                     0
     152605 |                       Glauber Braga |                 Direitos Humanos e Minorias |               6 |                     0
     204456 |                      Gutemberg Reis |                       Administração Pública |               6 |                     0
     204456 |                      Gutemberg Reis |                          Trabalho e Emprego |               6 |                     0
     178873 |                      Helder Salomão |                       Administração Pública |               6 |                     0
     178873 |                      Helder Salomão |                 Direitos Humanos e Minorias |               6 |                     0
     220537 |                         Helena Lima |                       Administração Pública |               6 |                     0
     209189 |                      Joseildo Ramos |                       Administração Pública |               6 |                     0
     141458 |                 João Carlos Bacelar |               Finanças Públicas e Orçamento |               6 |                     0
      74858 |                    Lindbergh Farias |                       Administração Pública |               6 |                     0
      74858 |                    Lindbergh Farias |                          Defesa e Segurança |               6 |                     0
     141485 |                  Luiz Carlos Busato |                       Administração Pública |               6 |                     0
     178866 |                      Luizianne Lins |               Finanças Públicas e Orçamento |               6 |                     0
     133810 |                      Marcelo Moraes |                       Administração Pública |               6 |                     0
     220572 |                     Marussa Boldrin |                          Defesa e Segurança |               6 |                     0
     220572 |                     Marussa Boldrin |                 Direitos Humanos e Minorias |               6 |                     0
     220647 |                      Mauricio Neves |                       Administração Pública |               6 |                     0
     160556 |                          Padre João |                 Direitos Humanos e Minorias |               6 |                     0
     160556 |                          Padre João |               Finanças Públicas e Orçamento |               6 |                     0
     160556 |                          Padre João |                          Trabalho e Emprego |               6 |                     0
      74160 |                      Patrus Ananias |                 Direitos Humanos e Minorias |               6 |                     0
      74160 |                      Patrus Ananias |                          Trabalho e Emprego |               6 |                     0
      74095 |                   Pauderney Avelino |                       Administração Pública |               6 |                     0
     160517 |                      Paulo Folletto |               Finanças Públicas e Orçamento |               6 |                     0
     220685 |                         Paulo Litro |                       Administração Pública |               6 |                     0
     220580 |                   Professora Goreth |                 Direitos Humanos e Minorias |               6 |                     0
     163321 |                    Ronaldo Nogueira |                          Trabalho e Emprego |               6 |                     0
     141555 |                   Vinicius Carvalho |                       Administração Pública |               6 |                     0
     160569 |                    Waldenor Pereira |                 Direitos Humanos e Minorias |               6 |                     0
     224333 |                              Welter |                       Administração Pública |               6 |                     0
